Distance (s),Height (h)
57587.992471036,-235.6621750559124
57703.63101013447,-241.568080727169
57819.26954923294,-248.26653639427388
57934.908088331395,-256.15177360998683
58050.54662742986,-265.5255546285352
58166.185166528325,-276.6408762913289
58281.8237056268,-289.4213477825368
58397.46224472526,-303.66384998046044
58513.10078382373,-319.10605866572064
58628.73932292219,-335.30124076627084
58744.377862020665,-351.768315029921
58860.01640111912,-368.13793967929905
58975.65494021759,-384.1353623407072
59091.29347931605,-399.4888227123935
59206.932018414525,-414.0984322409602
59322.57055751299,-427.9054921333484
59438.209096611456,-440.8403805164107
59553.84763570992,-452.90758178735695
59669.486174808386,-464.12453560965696
59785.12471390685,-474.4960181228769
59900.763253005316,-484.0493723590027
60016.40179210378,-492.87196251044423
60132.040331202246,-501.09610198761254
60247.67887030072,-508.94330317257993
60363.31740939918,-516.7216380765805
60478.95594849764,-524.7946456653789
60594.59448759611,-533.6037860466439
60710.23302669458,-543.6083686240175
60825.871565793044,-555.2538156432083
60941.51010489151,-568.9784769948221
61057.148643989975,-585.0780909670808
61172.78718308845,-603.755698712573
61288.42572218691,-625.1090106866792
61404.06426128538,-649.0152166570913
61519.70280038384,-675.22324195585
61635.34133948231,-703.3038034259206
61750.97987858078,-732.6488568447403
61866.61841767923,-762.558657677068
61982.256956777695,-792.2664333346859
62097.89549587617,-820.9854192930497
62213.53403497463,-847.9469047707989
62329.1725740731,-872.4597251265637
62444.81111317156,-893.9229914125219
62560.44965227003,-911.9096796692248
62676.0881913685,-926.1884556727485
62791.726730466966,-936.639342411654
62907.36526956543,-943.2954443627061
63023.003808663896,-946.3530526915254
63138.64234776237,-946.0775218436225
63254.28088686083,-942.7917195472443
63369.9194259593,-936.9440187474187
63485.557965057764,-929.0242366667503
63601.19650415622,-919.5195244745081
63716.83504325469,-908.9534706627381
63832.47358235315,-897.876691845163
63948.11212145162,-886.8883597616746
64063.75066055009,-876.595231355693
64179.389199648554,-867.5705994387204
64295.02773874702,-860.439420243622
64410.666277845485,-855.8202312829114
64526.30481694395,-854.2645378883145
64641.94335604242,-856.2882602094659
64757.58189514089,-862.3143736312684
64873.22043423935,-872.6796292753293
64988.85897333782,-887.597775766397
65104.49751243629,-907.1421128106567
65220.136051534755,-931.2704798161162
65335.774590633206,-959.829512395367
65451.41312973167,-992.5649548149036
65567.05166883014,-1029.1045577719165
65682.69020792861,-1069.0325168238821
65798.32874702707,-1111.9034227703467
65913.96728612554,-1157.1541267277012
66029.605825224,-1204.1486087507342
66145.24436432247,-1252.2391678859412
66260.88290342093,-1300.7231712726993
66376.52144251941,-1348.869387367916
66492.15998161788,-1395.9800285899719
66607.79852071634,-1441.3989050330892
66723.43705981481,-1484.537418791853
66839.07559891327,-1524.9206277709711
66954.71413801174,-1562.2479168127297
67070.35267711019,-1596.3907266606566
67185.99121620865,-1627.3526949638915
67301.62975530713,-1655.2672120919065
67417.2682944056,-1680.391576867407
67532.90683350406,-1703.042653125421
67648.54537260253,-1723.5597184068843
67764.183911701,-1742.2959532963098
67879.82245079946,-1759.5618721108906
67995.46098989793,-1775.6124041832657
68111.09952899639,-1790.6568607648767
68226.73806809486,-1804.8613254721288
68342.37660719334,-1818.341427370271
68458.0151462918,-1831.1765566020035
68573.65368539027,-1843.41543921038
68689.29222448873,-1855.0797926537564
68804.93076358718,-1866.1794912932328
68920.56930268565,-1876.6994259587213
69036.20784178411,-1886.614289386261
69151.84638088258,-1895.8894574545145
69267.48491998106,-1904.4801775192502
69383.12345907952,-1912.3531623747572
69498.76199817799,-1919.4886215828108
69614.40053727645,-1925.8808201504871
69730.03907637492,-1931.5431667192934
69845.67761547338,-1936.5273527058362
69961.31615457185,-1940.935721913337
70076.95469367031,-1944.9031091302827
70192.59323276878,-1948.5943019012375
70308.23177186726,-1952.2187138640177
70423.87031096572,-1956.0025113568881
70539.50885006417,-1960.1663059481182
70655.14738916264,-1964.9159614107305
70770.7859282611,-1970.4418033307104
70886.42446735957,-1976.838136516721
71002.06300645803,-1984.0493815978928
71117.7015455565,-1991.9725361121361
71233.34008465498,-2000.3006186339353
71348.97862375344,-2008.5772594501368
71464.61716285191,-2016.320934214749
71580.25570195037,-2023.0161065265347
71695.89424104884,-2028.1190086284396
71811.5327801473,-2031.2239956359979
71927.17131924577,-2032.1898332945452
72042.80985834423,-2030.9131139290091
72158.4483974427,-2027.5549950410934
72274.08693654116,-2022.4820587585264
72389.72547563963,-2016.0905763819922
72505.3640147381,-2008.802940483087
72621.00255383656,-2001.0879407176988
72736.64109293502,-1993.365451199133
72852.27963203349,-1985.9290999531509
72967.91817113195,-1979.089699542383
73083.55671023042,-1973.0719478265378
73199.1952493289,-1968.0286074099495
73314.83378842736,-1964.0893806035601
73430.47232752583,-1961.3207026337996
73546.1108666243,-1959.7276083467284
73661.74940572276,-1959.2638756527308
73777.38794482122,-1959.836059508246
73893.02648391969,-1961.3001458018152
74008.66502301815,-1963.500661561529
74124.30356211662,-1966.273259719349
74239.94210121509,-1969.4492028828956
74355.58064031355,-1972.8946929230628
74471.21917941202,-1976.4656374340998
74586.85771851048,-1980.0153494031297
74702.49625760895,-1983.4376911406175
74818.13479670741,-1986.6216763442576
74933.77333580588,-1989.4814999236062
75049.41187490434,-1991.9787316029435
75165.05041400282,-1994.092186835818
75280.68895310129,-1995.8279209989532
75396.32749219975,-1997.2029779349477
75511.96603129822,-1998.2297742204464
75627.60457039668,-1998.907141140407
75743.24310949515,-1999.2232481895828
75858.8816485936,-1999.1757536836956
75974.52018769206,-1998.7697974367427
76090.15872679054,-1998.0072626905198
76205.797265889,-1996.947472457777
76321.43580498747,-1995.6728730299374
76437.07434408594,-1994.3050467006422
76552.7128831844,-1993.0503052158062
76668.35142228287,-1992.1338068296611
76783.98996138133,-1991.7844457086865
76899.6285004798,-1992.2372778751799
77015.26703957826,-1993.7228793612205
77130.90557867674,-1996.384503166275
77246.5441177752,-2000.3439324706023
77362.18265687367,-2005.6586476635807
77477.82119597214,-2012.2358432434817
77593.45973507059,-2019.9485751402092
77709.09827416905,-2028.570463775427
77824.73681326752,-2037.7742460805405
77940.37535236598,-2047.1994622824564
78056.01389146446,-2056.4624601272603
78171.65243056293,-2065.1647137545015
78287.2909696614,-2072.961114031252
78402.92950875986,-2079.627099887121
78518.56804785832,-2085.0020506391174
78634.20658695679,-2089.029857173956
78749.84512605525,-2091.7584001740424
78865.48366515372,-2093.309456008323
78981.12220425218,-2093.8510213722375
79096.76074335066,-2093.543378719287
79212.39928244913,-2092.583338165081
79328.03782154758,-2091.1576480761073
79443.67636064604,-2089.354025456436
79559.31489974451,-2087.2638027096236
79674.95343884297,-2084.986433436849
79790.59197794144,-2082.5848475975304
79906.2305170399,-2080.0942466630545
80021.86905613838,-2077.52418370963
80137.50759523685,-2074.9759055457293
80253.14613433531,-2072.5604612885772
80368.78467343378,-2070.3170592277474
80484.42321253225,-2068.326524249929
80600.06175163071,-2066.6718747501927
80715.70029072918,-2065.356165688209
80831.33882982764,-2064.2936668853777
80946.9773689261,-2063.3305732667045
81062.61590802457,-2062.2723759231735
81178.25444712304,-2060.8384985355974
81293.8929862215,-2058.6618658834263
81409.53152531997,-2055.4255384391336
81525.17006441843,-2050.871395153506
81640.8086035169,-2044.7614867703194
81756.44714261536,-2036.957299970189
81872.08568171383,-2027.4103594104542
81987.72422081229,-2016.1613399213272
82103.36275991077,-2003.3222331469174
82219.00129900924,-1989.0282116800333
82334.6398381077,-1973.4439280064967
82450.27837720617,-1956.7221395008514
82565.91691630463,-1938.987679505117
82681.5554554031,-1920.3438941292015
82797.19399450155,-1900.885068393221
82912.83253360001,-1880.6876642699474
83028.47107269849,-1859.8092457596479
83144.10961179696,-1838.338363356544
83259.74815089542,-1816.3865881210768
83375.38668999389,-1794.097222692166
83491.02522909235,-1771.6563688036526
83606.66376819082,-1749.259552297976
83722.30230728928,-1727.1049601332843
83837.94084638775,-1705.3756421583143
83953.57938548621,-1684.219580789415
84069.2179245847,-1663.733655001845
84184.85646368316,-1643.9317054448882
84300.49500278162,-1624.739831317582
84416.13354188009,-1606.0056185200124
84531.77208097854,-1587.4843918374743
84647.410620077,-1568.8674030297248
84763.04915917547,-1549.799747313915
84878.68769827393,-1529.8989594826073
84994.32623737241,-1508.7897358284667
85109.96477647088,-1486.158142899978
85225.60331556934,-1461.8004839109012
85341.24185466781,-1435.609845982101
85456.88039376627,-1407.6878039889548
85572.51893286474,-1378.3202043311046
85688.1574719632,-1347.959054632268
85803.79601106167,-1317.2593863488542
85919.43455016013,-1286.9915158892234
86035.07308925861,-1257.9213636154905
86150.71162835708,-1230.7296695667574
86266.35016745553,-1206.0600945841734
86381.988706554,-1184.2551446154976
86497.62724565246,-1165.4328598324694
86613.26578475093,-1149.5344148569138
86728.90432384939,-1136.1742408441203
86844.54286294786,-1124.7761033765366
86960.18140204634,-1114.6693673107743
87075.8199411448,-1105.0894735804184
87191.45848024327,-1095.1660564648248
87307.09701934173,-1084.0918408020011
87422.7355584402,-1071.0572169774107
87538.37409753866,-1055.2903759341948
87654.01263663713,-1036.216883326099
87769.65117573559,-1013.4000549312431
87885.28971483406,-986.5992297293808
88000.92825393252,-955.8120192512089
88116.56679303099,-921.2320571651654
88232.20533212945,-883.2692489512366
88347.84387122792,-842.4882739417945
88463.48241032638,-799.5455090317997
88579.12094942485,-755.1201016492801
88694.75948852331,-709.8589329639528
88810.39802762178,-664.3172418064705
88926.03656672026,-618.9013357834018
89041.67510581872,-573.8807038467162
89157.31364491719,-529.3433829188742
89272.95218401565,-485.2238822273614
89388.59072311412,-441.35945191563206
89504.22926221258,-397.52369529141515
89619.86780131105,-353.4551110959714
89735.5063404095,-308.8991672920674
89851.14487950798,-263.6477869045088
89966.78341860644,-217.56972254312558
90082.42195770491,-170.64232354462416
90198.06049680337,-122.93764781240957
90313.69903590184,-74.61363573730875
90429.3375750003,-25.910159045719777
90544.97611409877,22.875525400731178
90660.61465319723,71.37310602564024
90776.2531922957,119.14804053725378
90891.89173139418,165.762494247663
91007.53027049264,210.81756384498163
91123.16880959111,253.95631272464323
91238.80734868957,294.8711531236889
91354.44588778804,333.3202741429214
91470.08442688649,369.1000259885788
91585.72296598495,402.0634795913681
91701.36150508342,432.12561052494146
91817.0000441819,459.24352729742475
91932.63858328036,483.39127177273207
92048.27712237883,504.5563684272485
92163.9156614773,522.7678578066132
92279.55420057576,538.1048751699045
92395.19273967422,550.6888752002603
92510.83127877269,560.7024270529286
92626.46981787116,568.3748425593761
92742.10835696962,573.9676419034878
92857.7468960681,577.7784071020366
92973.38543516657,580.1212617550117
93089.02397426503,581.3012672223593
93204.66251336348,581.5995121067497
93320.30105246195,581.2700245903657
93435.93959156041,580.5469857841268
93551.57813065888,579.6354381483796
93667.21666975734,578.6799159501934
93782.85520885582,577.7675076464433
93898.49374795429,576.9293783640661
94014.13228705275,576.1510979625675
94129.77082615122,575.3893706364536
94245.40936524968,574.5759160031505
94361.04790434815,573.6158476156264
94476.68644344661,572.4159295335616
94592.32498254508,570.9132506601039
94707.96352164354,569.1537993005318
94823.60206074202,567.2782872344281
94939.24059984047,565.4851945983255
95054.87913893894,564.0784544482981
95170.5176780374,563.4257146210213
95286.15621713587,563.9412775668022
95401.79475623433,566.1242354680927
95517.4332953328,570.5261223512618
95633.07183443126,577.7068172388493
95748.71037352974,588.2142990467514
95864.34891262821,602.5663629623491
95979.98745172667,621.2913723044791
96095.62599082514,644.8765607195841
96211.2645299236,673.5892653507723
96326.90306902207,707.5565569108938
96442.54160812053,746.7898592864863
96558.180147219,790.9508615079624
96673.81868631745,839.4608780537241
96789.45722541593,891.5786769171119
96905.0957645144,946.4093613838994
97020.73430361286,1002.916891082268
97136.37284271132,1059.936448260744
97252.01138180979,1116.43572126034
97367.64992090825,1171.4819330764942
97483.28846000672,1224.1167809826745
97598.92699910518,1273.5324139754414
97714.56553820366,1319.130347269096
97830.20407730213,1360.4852938807335
97945.8426164006,1397.2642339096044
98061.48115549906,1429.241057077253
98177.11969459752,1456.4435247504682
98292.75823369599,1479.0293829838752
98408.39677279444,1497.2575266855265
98524.0353118929,1511.6036634700154
98639.67385099137,1522.6637860618155
98755.31239008985,1531.0711410087536
98870.95092918832,1537.4944255449657
98986.58946828678,1542.619340975129
99102.22800738525,1547.1243743791424
99217.86654648371,1551.6348351382235
99333.50508558218,1556.5731894086157
99449.14362468064,1562.1996998378625
99564.7821637791,1568.6809138874373
99680.42070287759,1575.8296873325255
99796.05924197605,1583.3551669626838
99911.69778107452,1590.8537028825283
100027.33632017298,1597.6661165758912
100142.97485927143,1603.0765132980653
100258.6133983699,1606.5150993360232
100374.25193746836,1607.513680090279
100489.89047656683,1605.623382618452
100605.52901566529,1600.8508397134483
100721.16755476377,1593.3244583794287
100836.80609386224,1583.2500305313035
100952.4446329607,1571.0873666037255
101068.08317205917,1557.3615339147507
101183.72171115763,1542.4557864418725
101299.3602502561,1526.6939943380264
101414.99878935456,1510.441902154426
101530.63732845303,1493.8167396821466
101646.27586755149,1476.8962748934937
101761.91440664997,1459.7417790955499
101877.55294574842,1442.291481573747
101993.19148484689,1424.478006122675
102108.83002394535,1406.27448851039
102224.46856304382,1387.664090787263
102340.10710214228,1368.5911692715808
102455.74564124075,1349.0064487076436
102571.38418033921,1328.8477043432429
102687.0227194377,1308.0456706880775
102802.66125853616,1286.5595535617638
102918.29979763462,1264.346226005103
103033.93833673309,1241.3377371138147
103149.57687583155,1217.4434214813818
103265.21541493002,1192.576661962874
103380.85395402848,1166.669733428449
103496.49249312695,1139.6726735401605
103612.13103222541,1111.5503745640528
103727.76957132388,1082.2820819871495
103843.40811042234,1051.8605103570649
103959.04664952081,1020.3481632751368
104074.68518861927,987.8886192903889
104190.32372771774,954.6877885211957
104305.9622668162,921.0040846525243
104421.60080591467,887.1400544328365
104537.23934501313,853.4173429817453
104652.87788411161,820.1442287081167
104768.51642321008,787.6167059233723
104884.15496230854,756.0641385130958
104999.79350140701,725.634553176905
105115.43204050548,696.4319920641641
105231.07057960394,668.4871128835932
105346.7091187024,641.7750675025926
105462.34765780086,616.2430359541877
105577.98619689934,591.8031443607263
105693.6247359978,568.3596714339765
105809.26327509627,545.8035783508336
105924.90181419473,523.9996095473065
106040.5403532932,502.7790537186659
106156.17889239166,481.88212167956004
106271.81743149013,460.98995030341376
106387.45597058859,439.7099089322642
106503.09450968706,417.49650986533044
106618.73304878554,393.75648718030783
106734.371587884,367.85617529026547
106850.01012698247,339.1560031746347
106965.64866608093,307.099796652084
107081.2872051794,271.5168553687708
107196.92574427785,232.47187986870597
107312.56428337631,190.33242171677998
107428.20282247478,146.09149648920507
107543.84136157326,100.88544391117765
107659.47990067172,55.98347637510859
107775.11843977019,12.744783557242293
107890.75697886865,-27.578403182146754
108006.39551796712,-64.35975312650699
108122.03405706558,-97.3046691439258
108237.67259616405,-126.42007754990098
108353.31113526251,-152.37050709996066
108468.94967436098,-175.94141445324885
108584.58821345946,-197.87654117594712
108700.22675255792,-218.8506968757921
108815.86529165639,-239.48745117400273
108931.50383075484,-259.9575501278571
109047.1423698533,-280.2373841012587
109162.78090895177,-300.25196946308444
109278.41944805023,-319.6839260194061
109394.0579871487,-338.22384710568303
109509.69652624718,-355.652864514381
109625.33506534564,-371.8385931005313
109740.97360444411,-386.7074354834643
109856.61214354257,-400.3502963728253
109972.25068264104,-412.91599074345123
110087.8892217395,-424.5552123706433
110203.52776083797,-435.4760639608349
110319.16629993643,-445.8537073185109
110434.8048390349,-455.8157263285397
110550.44337813338,-465.4475918846157
110666.08191723183,-474.7800297321652
110781.7204563303,-483.76277396796934
110897.35899542876,-492.3058866712152
111012.99753452723,-500.2936902732611
111128.63607362569,-507.5722365600109
111244.27461272416,-513.9988044325476
111359.91315182262,-519.4560083924912
111475.5516909211,-523.8545856075589
111591.19023001957,-527.1483203673431
111706.82876911803,-529.3535973200745
111822.4673082165,-530.5325896000041
111938.10584731496,-530.8011096848497
112053.74438641343,-530.3700568663553
112169.38292551189,-529.4644859395553
112285.02146461036,-528.3122238073453
112400.66000370882,-527.1559958292431
112516.29854280729,-526.2329337301979
112631.93708190575,-525.7983083426291
112747.57562100422,-526.081488050258
112863.21416010268,-527.2921520964845
112978.85269920115,-529.6642602250156
113094.49123829961,-533.407769803146
113210.12977739808,-538.700957362892
113325.76831649654,-545.7390057856776
113441.40685559502,-554.7049156976383
113557.04539469349,-565.6883703636782
113672.68393379195,-578.6000084257355
113788.32247289042,-593.2563927914355
113903.96101198888,-609.3863225190338
114019.59955108735,-626.4939051707562
114135.2380901858,-643.9487311421926
114250.87662928426,-661.1247891362976
114366.51516838274,-677.3214799168196
114482.15370748121,-691.6925485935706
114597.79224657967,-703.339128839129
114713.43078567814,-711.5954593450023
114829.0693247766,-716.6333097159098
114944.70786387507,-718.90358667903
115060.34640297353,-717.685045653202
115175.984942072,-710.264295873472
115291.62348117046,-694.3277182507697
115407.26202026894,-676.2054017467004
115522.90055936741,-668.4238641737538
